Freq.	V(vout)
3.01995172040199e+04	(-1.18674034423219e+01dB,-1.24685948804943e+01°)
3.09029543251357e+04	(-1.18789516106749e+01dB,-1.27859448292205e+01°)
3.16227766016835e+04	(-1.18911861249139e+01dB,-1.31133999788258e+01°)
3.23593656929626e+04	(-1.19041548397910e+01dB,-1.34513895456728e+01°)
3.31131121482588e+04	(-1.19179096479531e+01dB,-1.38003687424705e+01°)
3.38844156139200e+04	(-1.19325068898442e+01dB,-1.41608207289425e+01°)
3.46736850452529e+04	(-1.19480078122537e+01dB,-1.45332587269163e+01°)
3.54813389233573e+04	(-1.19644790820976e+01dB,-1.49182283141353e+01°)
3.63078054770098e+04	(-1.19819933629836e+01dB,-1.53163099121637e+01°)
3.71535229097169e+04	(-1.20006299632927e+01dB,-1.57281214848915e+01°)
3.80189396320558e+04	(-1.20204755658563e+01dB,-1.61543214652448e+01°)
3.89045144994277e+04	(-1.20416250508890e+01dB,-1.65956119287775e+01°)
3.98107170553494e+04	(-1.20641824257077e+01dB,-1.70527420338170e+01°)
4.07380277804109e+04	(-1.20882618769401e+01dB,-1.75265117486584e+01°)
4.16869383470332e+04	(-1.21139889635254e+01dB,-1.80177758868801e+01°)
4.26579518801589e+04	(-1.21415019718281e+01dB,-1.85274484721079e+01°)
4.36515832240162e+04	(-1.21709534577999e+01dB,-1.90565074532420e+01°)
4.46683592150959e+04	(-1.22025120053982e+01dB,-1.96059997901524e+01°)
4.57088189614871e+04	(-1.22363642355159e+01dB,-2.01770469278213e+01°)
4.67735141287194e+04	(-1.22727171057536e+01dB,-2.07708506735353e+01°)
4.78630092322634e+04	(-1.23118005485446e+01dB,-2.13886994865073e+01°)
4.89778819368442e+04	(-1.23538705037972e+01dB,-2.20319751816343e+01°)
5.01187233627268e+04	(-1.23992124125623e+01dB,-2.27021600382078e+01°)
5.12861383991360e+04	(-1.24481452507202e+01dB,-2.34008442892030e+01°)
5.24807460249768e+04	(-1.25010261967140e+01dB,-2.41297339459895e+01°)
5.37031796370248e+04	(-1.25582560455826e+01dB,-2.48906588852227e+01°)
5.49540873857620e+04	(-1.26202855037186e+01dB,-2.56855810870451e+01°)
5.62341325190344e+04	(-1.26876225257850e+01dB,-2.65166028637736e+01°)
5.75439937337152e+04	(-1.27608408883920e+01dB,-2.73859748523219e+01°)
5.88843655355584e+04	(-1.28405902359559e+01dB,-2.82961034571493e+01°)
6.02559586074352e+04	(-1.29276078848214e+01dB,-2.92495573175908e+01°)
6.16595001861477e+04	(-1.30227327349261e+01dB,-3.02490722266843e+01°)
6.30957344480187e+04	(-1.31269217179075e+01dB,-3.12975537385010e+01°)
6.45654229034650e+04	(-1.32412693117046e+01dB,-3.23980764556551e+01°)
6.60693448007590e+04	(-1.33670307817948e+01dB,-3.35538786727905e+01°)
6.76082975391975e+04	(-1.35056499787242e+01dB,-3.47683506459688e+01°)
6.91830970918930e+04	(-1.36587927458353e+01dB,-3.60450142366160e+01°)
7.07945784384131e+04	(-1.38283872930095e+01dB,-3.73874910083747e+01°)
7.24435960074983e+04	(-1.40166733067163e+01dB,-3.87994549892926e+01°)
7.41310241300911e+04	(-1.42262621477663e+01dB,-4.02845651833032e+01°)
7.58577575029177e+04	(-1.44602113216601e+01dB,-4.18463714210961e+01°)
7.76247116628685e+04	(-1.47221176306747e+01dB,-4.34881851144326e+01°)
7.94328234724274e+04	(-1.50162352595451e+01dB,-4.52129036323893e+01°)
8.12830516164092e+04	(-1.53476278908664e+01dB,-4.70227728335139e+01°)
8.31763771102663e+04	(-1.57223684507296e+01dB,-4.89190657873344e+01°)
8.51138038202369e+04	(-1.61478074126496e+01dB,-5.09016449997167e+01°)
8.70963589956073e+04	(-1.66329428539705e+01dB,-5.29683566972779e+01°)
8.91250938133737e+04	(-1.71889466514150e+01dB,-5.51141709824965e+01°)
9.12010839355901e+04	(-1.78299391618041e+01dB,-5.73299137577744e+01°)
9.33254300796982e+04	(-1.85741756673265e+01dB,-5.96002961554812e+01°)
9.54992586021427e+04	(-1.94459473309972e+01dB,-6.19006401811273e+01°)
9.77237220955802e+04	(-2.04787911659459e+01dB,-6.41909774173040e+01°)
1.00000000000000e+05	(-2.17212624781185e+01dB,-6.64043432202893e+01°)
